"PRODUCT_LINE","GENDER","AGE","MARITAL_STATUS","PROFESSION"
"Mountaineering Equipment","M","23","Single","Other"
"Mountaineering Equipment","M","23","Single","Other"
"Personal Accessories","F","25","Married","Executive"
"Personal Accessories","F","25","Married","Executive"
"Personal Accessories","F","39","Single","Professional"
"Personal Accessories","F","39","Single","Professional"
"Personal Accessories","F","39","Married","Sales"
"Personal Accessories","F","28","Single","Professional"
"Personal Accessories","F","28","Single","Professional"
"Camping Equipment","F","31","Married","Hospitality"
"Camping Equipment","F","31","Married","Hospitality"
"Camping Equipment","F","31","Married","Hospitality"
"Camping Equipment","F","31","Married","Hospitality"
"Golf Equipment","F","53","Unspecified","Hospitality"
"Golf Equipment","F","53","Unspecified","Hospitality"
"Golf Equipment","F","53","Unspecified","Hospitality"
"Golf Equipment","F","53","Unspecified","Hospitality"
"Golf Equipment","F","53","Unspecified","Hospitality"
"Golf Equipment","M","44","Married","Retired"
"Golf Equipment","M","44","Married","Retired"
"Golf Equipment","M","44","Married","Retired"
"Golf Equipment","M","44","Married","Retired"
"Camping Equipment","F","43","Married","Other"
"Camping Equipment","F","43","Married","Other"
"Camping Equipment","F","43","Married","Other"
"Outdoor Protection","F","43","Married","Other"
"Camping Equipment","F","32","Unspecified","Sales"
"Golf Equipment","M","43","Married","Retired"
"Golf Equipment","M","43","Married","Retired"
"Camping Equipment","M","33","Married","Executive"
"Golf Equipment","M","33","Married","EXECUTIVE"
"Personal Accessories","F","63","Married","Other"
"Personal Accessories","F","63","Married","Other"
"Camping Equipment","F","63","Married","Other"
"Camping Equipment","M","28","Single","Professional"
"Personal Accessories","M","28","Single","PROFESSIONAL"
"Personal Accessories","F","39","Single","RETAIL"
"Personal Accessories","F","39","Single","Retail"
"Camping Equipment","M","44","Married","Sales"
"Camping Equipment","M","44","Married","Sales"
"Outdoor Protection","M","44","Married","Sales"
"Personal Accessories","F","25","Single","Student"
"Personal Accessories","M","26","Single","Executive"
"Camping Equipment","M","26","Single","Executive"
"Golf Equipment","M","51","Married","Other"
"Golf Equipment","M","51","Married","Other"
"Golf Equipment","M","NA","Married","Other"
"Personal Accessories","F","32","Single","RETAIL"
"Personal Accessories","F","32","Single","Retail"
"Personal Accessories","M","17","Single","STUDENT"
"Personal Accessories","M","17","Single","Student"
"Personal Accessories","F","24","Single","Professional"
"Personal Accessories","F","NA","Single","Professional"
"Mountaineering Equipment","F","24","Single","Professional"
"Mountaineering Equipment","M","NA","Unspecified","Other"
"Mountaineering Equipment","M","22","Unspecified","Other"
"Camping Equipment","F","46","Married","Executive"
"Camping Equipment","F","46","Married","Executive"
"Camping Equipment","F","46","Married","Executive"
"Camping Equipment","F","NA","Married","Executive"
"Personal Accessories","F","39","Single","Professional"
"Personal Accessories","F","39","Single","PROFESSIONAL"
"Personal Accessories","F","29","Single","Other"
"Personal Accessories","F","25","Married","Executive"
"Personal Accessories","F","25","Married","Executive"
"Personal Accessories","M","22","Single","Student"
"Personal Accessories","M","22","Single","Student"
"Camping Equipment","F","38","Unspecified","Other"
"Camping Equipment","F","38","Unspecified","Other"
"Personal Accessories","F","38","Unspecified","Other"
"Camping Equipment","F","38","Unspecified","Other"
"Golf Equipment","M","43","Married","Other"
"Golf Equipment","M","43","Married","Other"
"Golf Equipment","M","43","Married","Other"
"Mountaineering Equipment","M","42","Single","Sales"
"Personal Accessories","M","42","Single","SALES"
"Mountaineering Equipment","M","42","Single","Sales"
"Mountaineering Equipment","M","42","Single","Sales"
"Camping Equipment","M","43","Single","Sales"
"Mountaineering Equipment","M","43","Single","Sales"
"Mountaineering Equipment","M","43","Single","Sales"
"Mountaineering Equipment","M","43","Single","Sales"
"Camping Equipment","M","43","Single","Sales"
"Camping Equipment","F","39","Unspecified","Hospitality"
"Camping Equipment","F","39","Unspecified","HOSPITALITY"
"Mountaineering Equipment","F","39","Unspecified","Hospitality"
"Mountaineering Equipment","F","39","Unspecified","Hospitality"
"Mountaineering Equipment","F","NA","Unspecified","Hospitality"
"Personal Accessories","M","26","Unspecified","Other"
"Personal Accessories","M","26","Unspecified","Other"
"Camping Equipment","F","35","Married","Other"
"Mountaineering Equipment","M","29","Married","Other"
"Camping Equipment","M","44","Married","Other"
"Camping Equipment","M","44","Married","Other"
"Camping Equipment","M","44","Married","Other"
"Camping Equipment","M","20","Single","Other"
"Personal Accessories","F","20","Single","Other"
"Camping Equipment","M","39","Married","Executive"
"Camping Equipment","M","39","Married","Executive"
"Personal Accessories","M","NA","Married","Executive"
"Mountaineering Equipment","M","29","Single","Professional"
"Mountaineering Equipment","M","29","Single","Professional"
"Mountaineering Equipment","M","29","Single","PROFESSIONAL"
"Mountaineering Equipment","M","29","Single","Professional"
"Personal Accessories","M","29","Single","Professional"
"Camping Equipment","M","29","Single","Professional"
"Personal Accessories","M","37","Single","Other"
"Camping Equipment","F","35","Married","OTHER"
"Camping Equipment","F","35","Married","Other"
"Personal Accessories","F","54","Married","Other"
"Personal Accessories","F","54","Married","Other"
"Camping Equipment","M","21","Single","Professional"
"Camping Equipment","M","21","Single","Professional"
"Camping Equipment","M","21","Single","Professional"
"Personal Accessories","F","33","Single","Professional"
"Personal Accessories","F","33","Single","Professional"
"Mountaineering Equipment","M","24","Single","STUDENT"
"Mountaineering Equipment","M","24","Single","Student"
"Mountaineering Equipment","M","24","Single","Student"
"Camping Equipment","M","27","Single","Professional"
"Mountaineering Equipment","M","NA","Single","Professional"
"Personal Accessories","F","38","Married","Executive"
"Personal Accessories","F","38","Married","Executive"
"Personal Accessories","F","25","Single","Other"
"Personal Accessories","F","NA","Single","OTHER"
"Mountaineering Equipment","F","25","Single","Other"
"Camping Equipment","F","32","Married","EXECUTIVE"
"Camping Equipment","F","32","Married","Executive"
"Camping Equipment","M","28","Married","Other"
"Personal Accessories","M","28","Married","Other"
"Camping Equipment","M","28","Married","Other"
"Camping Equipment","M","28","Married","OTHER"
"Personal Accessories","M","29","Married","Professional"
"Personal Accessories","M","29","Married","PROFESSIONAL"
"Mountaineering Equipment","F","23","Single","Professional"
"Mountaineering Equipment","F","23","Single","Professional"
"Personal Accessories","M","38","Married","Professional"
"Camping Equipment","M","28","Single","Other"
"Mountaineering Equipment","M","28","Single","Other"
"Camping Equipment","M","27","Single","Sales"
"Camping Equipment","M","27","Single","Sales"
"Camping Equipment","M","27","Single","Sales"
"Camping Equipment","M","41","Married","Trades"
"Camping Equipment","M","41","Married","Trades"
"Camping Equipment","M","41","Married","Trades"
"Camping Equipment","M","41","Married","Trades"
"Personal Accessories","F","28","Single","Professional"
"Personal Accessories","F","28","Single","Professional"
"Camping Equipment","M","37","Married","Other"
"Camping Equipment","M","37","Married","Other"
"Camping Equipment","M","37","Married","Other"
"Camping Equipment","M","37","Married","Other"
"Camping Equipment","M","37","Married","Other"
"Mountaineering Equipment","M","42","Single","Executive"
"Mountaineering Equipment","M","42","Single","Executive"
"Mountaineering Equipment","M","42","Single","EXECUTIVE"
"Mountaineering Equipment","M","42","Single","Executive"
"Personal Accessories","F","38","Single","Professional"
"Camping Equipment","M","44","Married","OTHER"
"Camping Equipment","M","44","Married","Other"
"Outdoor Protection","M","44","Married","Other"
"Camping Equipment","M","43","Married","Other"
"Camping Equipment","M","43","Married","Other"
"Camping Equipment","M","37","Married","Executive"
"Camping Equipment","M","37","Married","EXECUTIVE"
"Golf Equipment","M","NA","Married","Executive"
"Camping Equipment","M","37","Married","Executive"
"Camping Equipment","M","37","Married","Executive"
"Golf Equipment","M","37","Married","Executive"
"Golf Equipment","M","37","Married","Executive"
"Camping Equipment","F","NA","Unspecified","SALES"
"Camping Equipment","F","52","Unspecified","Sales"
"Camping Equipment","F","52","Unspecified","Sales"
"Camping Equipment","F","52","Unspecified","Sales"
"Personal Accessories","F","25","Single","Professional"
"Personal Accessories","F","25","Single","Professional"
"Camping Equipment","F","34","Married","Other"
"Camping Equipment","F","34","Married","Other"
"Camping Equipment","F","34","Married","Other"
"Mountaineering Equipment","F","24","Single","Other"
"Mountaineering Equipment","F","24","Single","OTHER"
"Mountaineering Equipment","F","24","Single","Other"
"Mountaineering Equipment","F","24","Single","Other"
"Mountaineering Equipment","F","24","Single","Other"
"Personal Accessories","F","67","Married","Other"
"Personal Accessories","F","67","Married","Other"
"Outdoor Protection","F","67","Married","Other"
"Golf Equipment","M","43","Married","Professional"
"Golf Equipment","M","43","Married","Professional"
"Personal Accessories","F","22","Single","Other"
"Golf Equipment","F","22","Single","Other"
"Personal Accessories","F","48","Married","OTHER"
"Personal Accessories","F","48","Married","Other"
"Camping Equipment","M","20","Single","Professional"
"Camping Equipment","M","20","Single","Professional"
"Golf Equipment","M","30","Unspecified","SALES"
"Golf Equipment","M","30","Unspecified","Sales"
"Golf Equipment","M","30","Unspecified","Sales"
"Personal Accessories","M","30","Unspecified","Sales"
"Camping Equipment","M","38","Married","Other"
"Camping Equipment","M","38","Married","Other"
"Mountaineering Equipment","M","38","Married","Other"
"Mountaineering Equipment","M","38","Married","Other"
"Personal Accessories","F","NA","Single","Professional"
"Personal Accessories","F","29","Single","PROFESSIONAL"
"Personal Accessories","M","21","Single","Student"
"Personal Accessories","M","21","Single","Student"
"Personal Accessories","M","29","Married","Sales"
"Mountaineering Equipment","M","29","Married","Sales"
"Mountaineering Equipment","M","NA","Married","Sales"
"Mountaineering Equipment","M","29","Married","Sales"
"Personal Accessories","M","29","Married","Sales"
"Personal Accessories","M","29","Married","Sales"
"Personal Accessories","F","28","Single","Student"
"Personal Accessories","F","28","Single","Student"
"Camping Equipment","M","48","Married","Professional"
"Camping Equipment","M","48","Married","Professional"
"Camping Equipment","M","NA","Married","Professional"
"Personal Accessories","M","48","Married","Professional"
"Golf Equipment","M","30","Married","Other"
"Camping Equipment","M","30","Married","Other"
"Camping Equipment","M","30","Married","OTHER"
"Personal Accessories","M","30","Married","Other"
"Mountaineering Equipment","M","42","Single","Sales"
"Mountaineering Equipment","M","42","Single","Sales"
"Mountaineering Equipment","M","42","Single","Sales"
"Camping Equipment","F","45","Married","Executive"
"Camping Equipment","F","45","Married","Executive"
"Camping Equipment","M","42","Married","Other"
"Camping Equipment","M","42","Married","Other"
"Golf Equipment","M","48","Married","Trades"
"Golf Equipment","M","48","Married","Trades"
"Golf Equipment","M","48","Married","Trades"
"Camping Equipment","M","38","Married","Other"
"Camping Equipment","M","NA","Married","Other"
"Personal Accessories","F","21","Single","Other"
"Personal Accessories","F","21","Single","Other"
"Camping Equipment","F","38","Single","Retail"
"Personal Accessories","F","38","Single","Retail"
"Personal Accessories","F","38","Single","Retail"
"Camping Equipment","M","26","Single","Other"
"Camping Equipment","M","26","Single","Other"
"Camping Equipment","M","26","Single","Other"
"Mountaineering Equipment","M","38","Single","Professional"
"Mountaineering Equipment","M","38","Single","Professional"
"Camping Equipment","M","NA","Single","Professional"
"Mountaineering Equipment","M","38","Single","Professional"
"Mountaineering Equipment","M","NA","Single","Professional"
"Personal Accessories","F","39","Married","Executive"
"Personal Accessories","F","39","Married","Executive"
"Personal Accessories","F","18","Single","Retail"
"Personal Accessories","F","18","Single","Retail"
"Personal Accessories","F","43","Married","Other"
"Personal Accessories","F","43","Married","OTHER"
"Outdoor Protection","F","43","Married","Other"
"Camping Equipment","M","40","Married","Trades"
"Personal Accessories","M","NA","Single","Professional"
"Camping Equipment","F","46","Married","Executive"
"Camping Equipment","F","46","Married","EXECUTIVE"
"Outdoor Protection","F","46","Married","Executive"
"Camping Equipment","F","NA","Unspecified","Hospitality"
"Camping Equipment","F","43","Unspecified","Hospitality"
"Outdoor Protection","F","43","Unspecified","Hospitality"
"Mountaineering Equipment","F","NA","Unspecified","Hospitality"
"Camping Equipment","F","43","Unspecified","Hospitality"
"Personal Accessories","F","31","Single","Professional"
"Personal Accessories","F","31","Single","Professional"
"Camping Equipment","M","36","Married","Other"
"Camping Equipment","M","NA","Married","Other"
"Camping Equipment","M","36","Married","Other"
"Personal Accessories","F","41","Married","Sales"
"Personal Accessories","F","41","Married","Sales"
"Mountaineering Equipment","M","20","Single","Retail"
"Mountaineering Equipment","M","20","Single","Retail"
"Mountaineering Equipment","M","20","Single","Retail"
"Mountaineering Equipment","M","20","Single","Retail"
"Mountaineering Equipment","M","20","Single","Retail"
"Camping Equipment","M","44","Unspecified","TRADES"
"Camping Equipment","M","44","Unspecified","Trades"
"Personal Accessories","M","44","Unspecified","Trades"
"Camping Equipment","M","42","Married","Other"
"Camping Equipment","M","42","Married","Other"
"Camping Equipment","M","42","Married","Other"
"Mountaineering Equipment","M","42","Married","Other"
"Personal Accessories","M","42","Married","Other"
"Personal Accessories","F","48","Married","Retired"
"Camping Equipment","F","48","Married","Retired"
"Personal Accessories","F","NA","Single","Student"
"Personal Accessories","F","19","Single","Student"
"Personal Accessories","M","47","Unspecified","Trades"
"Mountaineering Equipment","M","47","Unspecified","Trades"
"Mountaineering Equipment","F","33","Unspecified","Other"
"Mountaineering Equipment","F","33","Unspecified","Other"
"Mountaineering Equipment","F","33","Unspecified","Other"
"Outdoor Protection","F","33","Unspecified","Other"
"Camping Equipment","F","46","Married","Hospitality"
"Outdoor Protection","F","46","Married","Hospitality"
"Outdoor Protection","F","46","Married","Hospitality"
"Camping Equipment","F","45","Married","HOSPITALITY"
"Camping Equipment","F","45","Married","Hospitality"
"Camping Equipment","F","45","Married","Hospitality"
"Camping Equipment","F","45","Married","Hospitality"
"Camping Equipment","F","45","Married","Hospitality"
"Camping Equipment","M","42","Married","Sales"
"Camping Equipment","M","42","Married","Sales"
"Camping Equipment","M","23","Single","Other"
"Camping Equipment","M","23","Single","Other"
"Camping Equipment","M","23","Single","Other"
"Golf Equipment","M","NA","Married","PROFESSIONAL"
"Golf Equipment","M","51","Married","Professional"
"Golf Equipment","M","51","Married","Professional"
"Mountaineering Equipment","F","29","Single","Professional"
"Personal Accessories","F","29","Single","Professional"
"Personal Accessories","F","28","Single","Retail"
"Personal Accessories","F","28","Single","Retail"
"Personal Accessories","F","21","Single","PROFESSIONAL"
"Personal Accessories","F","21","Single","Professional"
"Mountaineering Equipment","F","31","Married","Other"
"Mountaineering Equipment","F","NA","Married","Other"
"Personal Accessories","F","31","Married","Other"
"Mountaineering Equipment","F","NA","Married","Other"
"Mountaineering Equipment","F","31","Married","OTHER"
"Mountaineering Equipment","M","30","Single","Professional"
"Mountaineering Equipment","M","30","Single","Professional"
"Personal Accessories","F","51","Married","Other"
"Outdoor Protection","F","51","Married","Other"
"Mountaineering Equipment","M","26","Unspecified","Other"
"Personal Accessories","M","26","Unspecified","Other"
"Mountaineering Equipment","M","26","Unspecified","Other"
"Mountaineering Equipment","M","26","Unspecified","Other"
"Camping Equipment","M","26","Unspecified","Other"
"Mountaineering Equipment","M","44","Single","Sales"
"Camping Equipment","M","44","Single","Sales"
"Mountaineering Equipment","M","44","Single","Sales"
"Personal Accessories","F","60","Married","OTHER"
"Personal Accessories","F","60","Married","Other"
"Personal Accessories","M","49","Married","Other"
"Camping Equipment","M","49","Married","Other"
"Personal Accessories","M","49","Married","Other"
"Golf Equipment","F","33","Married","Other"
"Golf Equipment","F","33","Married","Other"
"Camping Equipment","M","20","Single","Other"
"Outdoor Protection","M","20","Single","Other"
"Camping Equipment","M","35","Married","Executive"
"Camping Equipment","M","35","Married","Executive"
"Mountaineering Equipment","M","NA","Married","Executive"
"Mountaineering Equipment","M","35","Married","Executive"
"Mountaineering Equipment","M","35","Married","Executive"
"Camping Equipment","M","NA","Married","Other"
"Camping Equipment","M","38","Married","Other"
"Camping Equipment","M","38","Married","Other"
"Camping Equipment","M","38","Married","Other"
"Camping Equipment","M","30","Married","Other"
"Golf Equipment","F","NA","Unspecified","Hospitality"
"Golf Equipment","F","42","Unspecified","HOSPITALITY"
"Golf Equipment","F","42","Unspecified","Hospitality"
"Golf Equipment","F","42","Unspecified","HOSPITALITY"
"Mountaineering Equipment","M","26","Single","Other"
"Mountaineering Equipment","M","26","Single","OTHER"
"Mountaineering Equipment","M","26","Single","Other"
"Personal Accessories","F","59","Married","Retired"
"Golf Equipment","F","59","Married","Retired"
"Camping Equipment","F","59","Married","Retired"
"Personal Accessories","F","64","Married","Other"
"Outdoor Protection","F","64","Married","Other"
"Camping Equipment","M","21","Single","Professional"
"Mountaineering Equipment","M","33","Single","Professional"
"Mountaineering Equipment","M","33","Single","Professional"
"Mountaineering Equipment","M","33","Single","Professional"
"Mountaineering Equipment","M","33","Single","PROFESSIONAL"
"Mountaineering Equipment","M","33","Single","Professional"
"Mountaineering Equipment","F","23","Single","Other"
"Camping Equipment","M","42","Married","Sales"
"Personal Accessories","M","42","Married","Sales"
"Camping Equipment","M","29","Single","Professional"
"Camping Equipment","M","29","Single","Professional"
"Camping Equipment","M","29","Single","Professional"
"Camping Equipment","M","44","Married","OTHER"
"Camping Equipment","M","44","Married","Other"
"Camping Equipment","M","44","Married","Other"
"Camping Equipment","M","NA","Married","Other"
"Camping Equipment","M","44","Married","Other"
"Camping Equipment","F","37","Married","Other"
"Camping Equipment","F","NA","Married","OTHER"
"Camping Equipment","F","37","Married","Other"
"Mountaineering Equipment","M","26","Single","Professional"
"Camping Equipment","M","26","Single","Professional"
"Camping Equipment","M","26","Single","Professional"
"Personal Accessories","F","26","Single","Professional"
"Personal Accessories","F","43","Married","OTHER"
"Personal Accessories","F","43","Married","Other"
"Personal Accessories","M","22","Single","Student"
"Outdoor Protection","M","22","Single","Student"
"Personal Accessories","M","NA","Single","STUDENT"
"Mountaineering Equipment","F","38","Married","Professional"
"Mountaineering Equipment","F","38","Married","Professional"
"Camping Equipment","M","41","Married","Other"
"Camping Equipment","M","39","Married","Other"
"Camping Equipment","M","39","Married","Other"
"Personal Accessories","F","18","Single","OTHER"
"Camping Equipment","F","18","Single","Other"
"Golf Equipment","F","18","Single","Other"
"Camping Equipment","F","20","Single","HOSPITALITY"
"Camping Equipment","F","20","Single","Hospitality"
"Personal Accessories","F","19","Single","Retail"
"Personal Accessories","F","19","Single","Retail"
"Camping Equipment","M","33","Married","SALES"
"Camping Equipment","M","33","Married","Sales"
"Camping Equipment","M","NA","Married","SALES"
"Mountaineering Equipment","M","23","Single","Retail"
"Mountaineering Equipment","M","23","Single","Retail"
"Golf Equipment","F","46","Married","OTHER"
"Golf Equipment","F","46","Married","Other"
"Personal Accessories","F","40","Married","Professional"
"Personal Accessories","F","40","Married","PROFESSIONAL"
"Personal Accessories","F","55","Married","Retired"
"Personal Accessories","F","25","Married","EXECUTIVE"
"Personal Accessories","F","25","Married","Executive"
"Mountaineering Equipment","F","38","Married","Professional"
"Mountaineering Equipment","F","38","Married","Professional"
"Mountaineering Equipment","F","38","Married","Professional"
"Mountaineering Equipment","F","38","Married","Professional"
"Camping Equipment","M","24","Single","Professional"
"Camping Equipment","M","24","Single","Professional"
"Personal Accessories","F","46","Married","Retired"
"Personal Accessories","F","46","Married","Retired"
"Outdoor Protection","F","46","Married","RETIRED"
"Camping Equipment","M","21","Single","Trades"
"Camping Equipment","M","21","Single","Trades"
"Camping Equipment","M","36","Married","Sales"
"Camping Equipment","M","36","Married","Sales"
"Camping Equipment","M","21","Single","SALES"
"Camping Equipment","M","21","Single","Sales"
"Camping Equipment","M","21","Single","Sales"
"Camping Equipment","M","39","Married","Other"
"Camping Equipment","M","39","Married","Other"
"Personal Accessories","F","32","Single","Other"
"Personal Accessories","F","32","Single","Other"
"Camping Equipment","M","26","Single","Trades"
"Camping Equipment","M","26","Single","Trades"
"Camping Equipment","M","26","Single","TRADES"
"Personal Accessories","F","22","Single","Other"
"Personal Accessories","F","22","Single","Other"
"Personal Accessories","F","38","Single","Retail"
"Personal Accessories","F","NA","Single","Retail"
"Mountaineering Equipment","M","23","Single","Professional"
"Mountaineering Equipment","M","23","Single","Professional"
"Personal Accessories","M","23","Single","Professional"
"Camping Equipment","M","23","Single","Professional"
"Personal Accessories","F","46","Married","Professional"
"Personal Accessories","F","46","Married","Professional"
"Camping Equipment","M","23","Single","Trades"
"Camping Equipment","M","23","Single","Trades"
"Camping Equipment","M","23","Single","Trades"
"Camping Equipment","M","23","Single","Trades"
"Mountaineering Equipment","M","27","Single","Other"
"Mountaineering Equipment","M","27","Single","Other"
"Mountaineering Equipment","M","27","Single","Other"
"Camping Equipment","M","27","Single","Other"
"Camping Equipment","M","35","Married","Executive"
"Camping Equipment","M","35","Married","Executive"
"Outdoor Protection","F","30","Married","Retail"
"Personal Accessories","F","NA","Married","Retail"
"Golf Equipment","F","30","Married","RETAIL"
"Camping Equipment","M","41","Married","Sales"
"Camping Equipment","M","41","Married","Sales"
"Camping Equipment","F","21","Single","Other"
"Camping Equipment","F","21","Single","OTHER"
"Camping Equipment","F","21","Single","OTHER"
"Camping Equipment","M","34","Unspecified","Sales"
"Camping Equipment","M","34","Unspecified","Sales"
"Camping Equipment","M","34","Unspecified","Sales"
"Camping Equipment","M","45","Married","Professional"
"Personal Accessories","M","NA","Married","PROFESSIONAL"
"Personal Accessories","F","43","Married","Professional"
"Personal Accessories","F","43","Married","Professional"
"Camping Equipment","M","37","Married","Executive"
"Camping Equipment","M","37","Married","EXECUTIVE"
"Golf Equipment","M","37","Married","EXECUTIVE"
"Camping Equipment","M","37","Married","Executive"
"Camping Equipment","M","37","Married","Executive"
"Golf Equipment","M","37","Married","Executive"
"Camping Equipment","M","26","Married","Professional"
"Personal Accessories","M","26","Married","Professional"
"Personal Accessories","M","26","Married","Professional"
"Camping Equipment","M","26","Married","Professional"
"Camping Equipment","M","26","Married","Professional"
"Golf Equipment","M","26","Married","Professional"
"Golf Equipment","F","40","Married","Other"
"Golf Equipment","F","40","Married","Other"
"Golf Equipment","F","40","Married","Other"
"Golf Equipment","F","40","Married","Other"
"Personal Accessories","F","24","Single","Retail"
"Personal Accessories","F","24","Single","Retail"
"Personal Accessories","F","34","Single","Professional"
"Personal Accessories","F","34","Single","Professional"
"Personal Accessories","M","19","Single","Student"
"Outdoor Protection","M","19","Single","Student"
"Mountaineering Equipment","M","38","Single","Other"
"Mountaineering Equipment","M","38","Single","Other"
"Camping Equipment","M","38","Single","Other"
"Personal Accessories","F","25","Married","Executive"
"Camping Equipment","M","NA","Single","Executive"
"Camping Equipment","M","24","Single","EXECUTIVE"
"Camping Equipment","M","24","Single","Executive"
"Camping Equipment","M","24","Single","Executive"
"Golf Equipment","M","38","Married","Sales"
"Camping Equipment","M","NA","Married","Sales"
"Golf Equipment","M","38","Married","Sales"
"Golf Equipment","M","38","Married","Sales"
"Mountaineering Equipment","M","NA","Single","Sales"
"Personal Accessories","M","27","Single","Sales"
"Mountaineering Equipment","M","27","Single","Sales"
"Camping Equipment","M","27","Single","Sales"
"Personal Accessories","F","19","Single","Professional"
"Personal Accessories","F","19","Single","Professional"
"Camping Equipment","F","32","Married","Other"
"Camping Equipment","F","32","Married","Other"
"Personal Accessories","F","32","Married","Other"
"Golf Equipment","F","43","Married","Other"
"Camping Equipment","F","43","Married","Other"
"Personal Accessories","F","43","Married","Other"
"Camping Equipment","F","31","Married","Other"
"Camping Equipment","F","31","Married","Other"
"Personal Accessories","M","27","Single","Professional"
"Personal Accessories","M","27","Single","Professional"
"Mountaineering Equipment","M","27","Single","Professional"
"Personal Accessories","F","NA","Married","Executive"
"Personal Accessories","F","30","Married","EXECUTIVE"
"Camping Equipment","F","49","Married","Executive"
"Camping Equipment","F","49","Married","Executive"
"Camping Equipment","F","49","Married","Executive"
"Mountaineering Equipment","M","40","Single","SALES"
"Mountaineering Equipment","M","40","Single","Sales"
"Mountaineering Equipment","M","40","Single","SALES"
"Camping Equipment","M","42","Married","Executive"
"Camping Equipment","M","42","Married","Executive"
"Personal Accessories","M","42","Married","Executive"
"Personal Accessories","F","45","Unspecified","Sales"
"Personal Accessories","F","45","Unspecified","Sales"
"Mountaineering Equipment","M","19","Single","OTHER"
"Personal Accessories","M","19","Single","Other"
"Personal Accessories","F","23","Single","Other"
"Personal Accessories","F","NA","Single","Other"
"Outdoor Protection","M","21","Single","Student"
"Personal Accessories","M","21","Single","Student"
"Golf Equipment","M","25","Single","Student"
"Mountaineering Equipment","M","25","Single","Student"
"Mountaineering Equipment","M","25","Single","STUDENT"
"Camping Equipment","M","NA","Single","OTHER"
"Camping Equipment","M","29","Single","OTHER"
"Camping Equipment","M","29","Single","Other"
"Camping Equipment","M","20","Single","Sales"
"Camping Equipment","M","36","Married","Sales"
"Camping Equipment","M","36","Married","SALES"
"Camping Equipment","M","36","Married","Sales"
"Personal Accessories","F","25","Single","Other"
"Personal Accessories","F","25","Single","Other"
"Outdoor Protection","F","25","Single","OTHER"
"Personal Accessories","F","35","Single","Professional"
"Mountaineering Equipment","F","NA","Single","Professional"
"Camping Equipment","F","27","Single","Hospitality"
"Camping Equipment","F","27","Single","Hospitality"
"Camping Equipment","F","27","Single","HOSPITALITY"
"Personal Accessories","F","47","Married","Professional"
"Personal Accessories","F","47","Married","Professional"
"Camping Equipment","M","34","Married","Sales"
"Personal Accessories","M","22","Single","Professional"
"Personal Accessories","M","22","Single","Professional"
"Personal Accessories","F","44","Married","Other"
"Golf Equipment","F","59","Married","Other"
"Golf Equipment","F","59","Married","Other"
"Golf Equipment","F","59","Married","Other"
"Mountaineering Equipment","M","28","Single","Trades"
"Mountaineering Equipment","M","28","Single","Trades"
"Golf Equipment","F","41","Married","Other"
"Golf Equipment","F","41","Married","OTHER"
"Golf Equipment","F","41","Married","Other"
"Golf Equipment","F","41","Married","Other"
"Personal Accessories","F","22","Single","STUDENT"
"Personal Accessories","F","22","Single","Student"
"Personal Accessories","F","44","Married","Other"
"Personal Accessories","F","44","Married","Other"
"Personal Accessories","F","36","Unspecified","Professional"
"Mountaineering Equipment","F","36","Unspecified","Professional"
"Camping Equipment","F","36","Unspecified","PROFESSIONAL"
"Personal Accessories","M","40","Unspecified","Trades"
"Personal Accessories","M","40","Unspecified","Trades"
"Personal Accessories","M","29","Married","Professional"
"Personal Accessories","M","29","Married","Professional"
"Camping Equipment","M","27","Single","Trades"
"Camping Equipment","M","27","Single","Trades"
"Camping Equipment","M","27","Single","Trades"
"Camping Equipment","M","31","Married","OTHER"
"Camping Equipment","M","31","Married","Other"
"Camping Equipment","M","31","Married","Other"
"Golf Equipment","F","44","Married","Hospitality"
"Personal Accessories","F","44","Married","Hospitality"
"Mountaineering Equipment","F","44","Married","Hospitality"
"Golf Equipment","F","44","Married","Hospitality"
"Golf Equipment","F","44","Married","Hospitality"
"Camping Equipment","F","21","Single","Other"
"Camping Equipment","F","21","Single","Other"
"Camping Equipment","F","21","Single","Other"
"Golf Equipment","M","51","Married","Professional"
"Golf Equipment","M","51","Married","Professional"
"Golf Equipment","M","51","Married","Professional"
"Golf Equipment","M","51","Married","Professional"
"Golf Equipment","M","51","Married","Professional"
"Camping Equipment","F","34","Married","Other"
"Personal Accessories","F","54","Unspecified","Sales"
"Personal Accessories","F","NA","Unspecified","SALES"
"Camping Equipment","F","54","Unspecified","Sales"
"Camping Equipment","F","44","Married","Other"
"Camping Equipment","F","44","Married","Other"
"Personal Accessories","F","18","Single","Retail"
"Personal Accessories","F","18","Single","Retail"
"Personal Accessories","F","28","Single","Professional"
"Personal Accessories","F","28","Single","Professional"
"Camping Equipment","M","22","Single","Executive"
"Camping Equipment","M","22","Single","Executive"
"Camping Equipment","M","22","Single","Executive"
"Camping Equipment","M","22","Single","Executive"
"Camping Equipment","M","22","Single","Retail"
"Mountaineering Equipment","M","22","Single","Retail"
"Camping Equipment","M","22","Single","Retail"
"Camping Equipment","M","22","Single","Retail"
"Camping Equipment","M","22","Single","Retail"
"Camping Equipment","F","53","Married","Other"
"Golf Equipment","F","53","Married","Other"
"Golf Equipment","F","NA","Married","Other"
"Personal Accessories","F","24","Single","Retail"
"Personal Accessories","F","24","Single","Retail"
"Personal Accessories","F","21","Single","Other"
