PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Golf Equipment,M,57,Unspecified,Other
Golf Equipment,M,57,Unspecified,Other
Golf Equipment,M,40,Married,Professional
Personal Accessories,M,40,Married,Professional
Camping Equipment,M,43,Married,Other
Personal Accessories,F,26,Single,Other
Mountaineering Equipment,M,31,Single,Professional
Personal Accessories,F,68,Unspecified,Hospitality
Personal Accessories,F,69,Unspecified,Hospitality
Camping Equipment,F,29,Single,Other
Camping Equipment,M,29,Married,Executive
Camping Equipment,M,36,Married,Sales
Personal Accessories,M,21,Single,Student
Personal Accessories,M,21,Single,Student
Mountaineering Equipment,M,21,Single,Student
Personal Accessories,M,21,Single,Student
Camping Equipment,M,31,Married,Other
Camping Equipment,F,36,Married,Retail
Camping Equipment,F,36,Married,Retail
Camping Equipment,F,36,Married,Retail
Outdoor Protection,F,36,Married,Retail
Camping Equipment,M,31,Married,Sales
Personal Accessories,M,47,Unspecified,Trades
Camping Equipment,F,44,Married,Other
Camping Equipment,F,44,Married,Other
Camping Equipment,F,44,Married,Other
Camping Equipment,F,37,Married,Other
Personal Accessories,M,23,Single,Professional
Camping Equipment,M,44,Married,Trades
Camping Equipment,M,44,Married,Trades
Personal Accessories,F,32,Married,Other
Camping Equipment,F,22,Single,Student
Camping Equipment,F,22,Single,Student
Camping Equipment,M,29,Married,Executive
Mountaineering Equipment,M,29,Married,Executive
Mountaineering Equipment,M,29,Married,Executive
Mountaineering Equipment,M,29,Married,Executive
Camping Equipment,F,37,Married,Other
Personal Accessories,F,58,Married,Retired
Outdoor Protection,F,58,Married,Retired
Mountaineering Equipment,M,32,Single,Professional
Mountaineering Equipment,M,32,Single,Professional
Mountaineering Equipment,M,35,Unspecified,Trades
Personal Accessories,M,35,Unspecified,Trades
Personal Accessories,M,25,Single,Professional
Camping Equipment,F,36,Married,Other
Camping Equipment,M,40,Married,Other
Camping Equipment,M,40,Married,Other
Outdoor Protection,M,40,Married,Other
Mountaineering Equipment,M,39,Single,Other
Mountaineering Equipment,M,39,Single,Other
Outdoor Protection,F,40,Married,Retired
Camping Equipment,M,25,Married,Sales
Camping Equipment,F,38,Unspecified,Hospitality
Mountaineering Equipment,F,23,Single,Other
Outdoor Protection,F,32,Single,Retail
Personal Accessories,M,17,Single,Student
Personal Accessories,F,47,Married,Professional
Mountaineering Equipment,M,32,Single,Trades
Mountaineering Equipment,M,23,Single,Student
Personal Accessories,F,26,Single,Student
Mountaineering Equipment,F,25,Single,Other
Mountaineering Equipment,M,26,Married,Sales
Outdoor Protection,M,26,Married,Sales
Camping Equipment,F,36,Unspecified,Hospitality
Camping Equipment,F,49,Married,Executive
Camping Equipment,F,49,Married,Executive
Golf Equipment,F,48,Married,Other
Personal Accessories,F,49,Married,Professional
Personal Accessories,F,36,Married,Other
Personal Accessories,F,19,Single,Professional
Camping Equipment,M,43,Married,Sales
Camping Equipment,M,43,Married,Sales
Outdoor Protection,M,43,Married,Sales
Personal Accessories,M,21,Single,Student
Camping Equipment,F,34,Married,Executive
Outdoor Protection,F,34,Married,Executive
Camping Equipment,M,36,Married,Other
Personal Accessories,F,55,Married,Other
Golf Equipment,F,36,Married,Other
Golf Equipment,F,36,Married,Other
Golf Equipment,F,36,Married,Other
Personal Accessories,F,50,Married,Other
Personal Accessories,F,54,Married,Other
Golf Equipment,M,54,Married,Professional
Golf Equipment,M,54,Married,Professional
Golf Equipment,M,54,Married,Professional
Personal Accessories,M,37,Married,Executive
Personal Accessories,M,37,Married,Executive
Camping Equipment,M,37,Married,Sales
Outdoor Protection,M,37,Married,Sales
Camping Equipment,M,44,Married,Other
Personal Accessories,M,44,Married,Other
Outdoor Protection,F,32,Married,Other
Personal Accessories,F,24,Single,Other
Personal Accessories,F,28,Married,Other
Personal Accessories,F,19,Single,Sales
Personal Accessories,F,56,Unspecified,Hospitality
Personal Accessories,M,35,Married,Other
Camping Equipment,F,20,Single,Hospitality
Camping Equipment,F,45,Married,Other
Camping Equipment,F,45,Married,Other
Mountaineering Equipment,M,38,Married,Other
Personal Accessories,M,38,Married,Other
Mountaineering Equipment,M,38,Married,Other
Personal Accessories,F,49,Married,Sales
Camping Equipment,F,29,Single,Hospitality
Camping Equipment,F,29,Single,Hospitality
Mountaineering Equipment,F,29,Single,Hospitality
Mountaineering Equipment,F,29,Single,Hospitality
Mountaineering Equipment,F,29,Single,Hospitality
Personal Accessories,F,27,Married,Executive
Personal Accessories,F,25,Single,Professional
Mountaineering Equipment,F,26,Single,Sales
Mountaineering Equipment,F,26,Single,Sales
Camping Equipment,F,40,Married,Other
Camping Equipment,F,40,Married,Other
Personal Accessories,F,24,Single,Other
Mountaineering Equipment,F,25,Single,Professional
Personal Accessories,F,37,Single,Other
Camping Equipment,M,31,Single,Other
Camping Equipment,M,31,Single,Other
Camping Equipment,M,32,Married,Executive
Camping Equipment,M,32,Married,Executive
Camping Equipment,F,41,Unspecified,Hospitality
Camping Equipment,M,34,Single,Sales
Personal Accessories,M,34,Single,Sales
Personal Accessories,F,25,Single,Professional
Camping Equipment,M,20,Single,Trades
Camping Equipment,M,20,Single,Trades
Camping Equipment,F,45,Married,Hospitality
Camping Equipment,F,48,Unspecified,Hospitality
Outdoor Protection,F,48,Unspecified,Hospitality
Camping Equipment,M,22,Single,Other
Camping Equipment,F,32,Married,Executive
Mountaineering Equipment,M,23,Single,Other
Mountaineering Equipment,M,23,Single,Other
Mountaineering Equipment,M,23,Single,Other
Camping Equipment,M,25,Single,Retail
Camping Equipment,M,25,Single,Retail
Personal Accessories,F,22,Single,Other
Camping Equipment,M,42,Single,Sales
Camping Equipment,F,24,Single,Other
Personal Accessories,M,26,Married,Professional
Golf Equipment,M,56,Married,Other
Golf Equipment,M,56,Married,Other
Golf Equipment,M,56,Married,Other
Camping Equipment,M,24,Single,Executive
Camping Equipment,M,24,Single,Executive
Camping Equipment,M,44,Married,Executive
Camping Equipment,M,44,Married,Executive
Camping Equipment,M,44,Married,Executive
Camping Equipment,F,52,Unspecified,Sales
Camping Equipment,F,52,Unspecified,Sales
Camping Equipment,F,52,Unspecified,Sales
Mountaineering Equipment,F,52,Unspecified,Sales
Personal Accessories,F,52,Unspecified,Sales
Personal Accessories,F,23,Single,Sales
Golf Equipment,F,23,Single,Sales
Camping Equipment,F,23,Single,Sales
Personal Accessories,F,45,Married,Other
Personal Accessories,F,45,Married,Other
Personal Accessories,F,28,Single,Professional
Personal Accessories,F,28,Single,Professional
Camping Equipment,F,46,Married,Hospitality
Camping Equipment,F,46,Married,Hospitality
Outdoor Protection,F,46,Married,Hospitality
Camping Equipment,F,46,Married,Hospitality
Mountaineering Equipment,M,19,Single,Sales
Mountaineering Equipment,M,19,Single,Sales
Camping Equipment,M,19,Single,Sales
Camping Equipment,M,29,Single,Executive
Camping Equipment,M,29,Single,Executive
Camping Equipment,M,29,Single,Executive
Camping Equipment,M,29,Single,Executive
Mountaineering Equipment,F,28,Single,Professional
Personal Accessories,F,28,Single,Professional
Outdoor Protection,F,28,Single,Professional
Personal Accessories,F,21,Single,Professional
Personal Accessories,F,21,Single,Professional
Camping Equipment,M,36,Married,Executive
Camping Equipment,M,36,Married,Executive
Camping Equipment,M,36,Married,Executive
Mountaineering Equipment,M,36,Married,Executive
Personal Accessories,F,23,Single,Professional
Personal Accessories,F,23,Single,Professional
Camping Equipment,M,37,Married,Other
Camping Equipment,M,37,Married,Other
Camping Equipment,M,37,Married,Other
Personal Accessories,M,37,Married,Other
Personal Accessories,F,20,Married,Other
Camping Equipment,F,20,Married,Other
Camping Equipment,F,20,Married,Other
Camping Equipment,F,22,Single,Hospitality
Camping Equipment,F,22,Single,Hospitality
Camping Equipment,F,47,Married,Other
Camping Equipment,F,47,Married,Other
Camping Equipment,F,47,Married,Other
Outdoor Protection,F,47,Married,Other
Camping Equipment,F,47,Married,Other
Personal Accessories,F,39,Single,Professional
Personal Accessories,F,39,Single,Professional
Personal Accessories,F,37,Single,Professional
Personal Accessories,F,37,Single,Professional
Camping Equipment,F,36,Married,Executive
Outdoor Protection,F,36,Married,Executive
Mountaineering Equipment,F,36,Married,Executive
Camping Equipment,F,36,Married,Executive
Camping Equipment,F,36,Married,Executive
Camping Equipment,F,37,Single,Retail
Camping Equipment,F,37,Single,Retail
Camping Equipment,F,37,Single,Retail
Camping Equipment,F,37,Single,Retail
Outdoor Protection,F,37,Single,Retail
Personal Accessories,M,38,Married,Professional
Personal Accessories,M,38,Married,Professional
Camping Equipment,M,37,Married,Sales
Camping Equipment,M,37,Married,Sales
Camping Equipment,M,37,Married,Sales
Camping Equipment,M,37,Married,Sales
Camping Equipment,M,37,Married,Sales
Camping Equipment,M,44,Married,Other
Camping Equipment,M,44,Married,Other
Camping Equipment,M,44,Married,Other
Camping Equipment,M,44,Married,Other
Camping Equipment,M,31,Single,Professional
Camping Equipment,M,31,Single,Professional
Camping Equipment,M,31,Single,Professional
Personal Accessories,M,27,Single,Sales
Camping Equipment,M,27,Single,Sales
Camping Equipment,M,27,Single,Sales
Camping Equipment,M,23,Single,Sales
Camping Equipment,M,23,Single,Sales
Camping Equipment,M,23,Single,Sales
Camping Equipment,M,23,Single,Sales
Golf Equipment,F,50,Married,Other
Golf Equipment,F,50,Married,Other
Golf Equipment,F,50,Married,Other
Golf Equipment,F,50,Married,Other
Golf Equipment,F,50,Married,Other
Personal Accessories,F,18,Single,Other
Personal Accessories,F,18,Single,Other
Personal Accessories,F,26,Single,Other
Personal Accessories,F,26,Single,Other
Personal Accessories,M,22,Single,Student
Outdoor Protection,M,22,Single,Student
Personal Accessories,M,22,Single,Student
Personal Accessories,M,44,Married,Other
Mountaineering Equipment,M,44,Married,Other
Personal Accessories,M,44,Married,Other
Mountaineering Equipment,F,19,Single,Professional
Outdoor Protection,F,19,Single,Professional
Personal Accessories,F,19,Single,Professional
Golf Equipment,M,44,Married,Trades
Golf Equipment,M,44,Married,Trades
Mountaineering Equipment,M,27,Single,Trades
Mountaineering Equipment,M,27,Single,Trades
Mountaineering Equipment,M,27,Single,Trades
Mountaineering Equipment,F,28,Single,Hospitality
Camping Equipment,F,28,Single,Hospitality
Camping Equipment,F,28,Single,Hospitality
Personal Accessories,F,28,Single,Hospitality
Personal Accessories,M,37,Single,Sales
Mountaineering Equipment,M,37,Single,Sales
Mountaineering Equipment,M,37,Single,Sales
Camping Equipment,M,23,Single,Sales
Camping Equipment,M,23,Single,Sales
Camping Equipment,M,23,Single,Sales
Golf Equipment,M,52,Unspecified,Other
Golf Equipment,M,52,Unspecified,Other
Golf Equipment,M,52,Unspecified,Other
Personal Accessories,M,52,Unspecified,Other
Golf Equipment,M,52,Unspecified,Other
Golf Equipment,M,46,Married,Professional
Golf Equipment,M,46,Married,Professional
Golf Equipment,M,46,Married,Professional
Golf Equipment,M,46,Married,Professional
Golf Equipment,M,46,Married,Professional
Mountaineering Equipment,F,27,Single,Professional
Mountaineering Equipment,F,27,Single,Professional
Mountaineering Equipment,F,27,Single,Professional
Personal Accessories,F,27,Single,Professional
Mountaineering Equipment,F,27,Single,Professional
Mountaineering Equipment,F,27,Single,Professional
Personal Accessories,M,26,Single,Other
Personal Accessories,M,26,Single,Other
Personal Accessories,M,40,Married,Other
Personal Accessories,M,40,Married,Other
Personal Accessories,M,28,Married,Sales
Camping Equipment,F,37,Married,Other
Mountaineering Equipment,M,36,Single,Professional
Personal Accessories,M,36,Single,Professional
Camping Equipment,M,37,Married,Other
Camping Equipment,M,34,Married,Executive
Mountaineering Equipment,M,29,Unspecified,Other
Camping Equipment,M,35,Married,Sales
Personal Accessories,F,39,Single,Other
Camping Equipment,F,26,Single,Other
Camping Equipment,F,26,Single,Other
Camping Equipment,F,26,Single,Other
Personal Accessories,M,34,Married,Other
Camping Equipment,F,49,Married,Executive
Personal Accessories,M,37,Unspecified,Trades
Camping Equipment,M,33,Single,Executive
Camping Equipment,F,29,Single,Other
Camping Equipment,F,29,Single,Other
Camping Equipment,M,26,Single,Sales
Camping Equipment,F,25,Single,Other
Golf Equipment,F,25,Single,Other
Camping Equipment,F,25,Single,Other
Camping Equipment,M,40,Married,Trades
Mountaineering Equipment,M,20,Single,Retail
Camping Equipment,M,20,Single,Retail
Camping Equipment,M,20,Single,Retail
Personal Accessories,M,20,Single,Retail
Camping Equipment,M,20,Single,Retail
Camping Equipment,F,34,Married,Hospitality
Camping Equipment,F,34,Married,Hospitality
Mountaineering Equipment,F,37,Married,Other
Mountaineering Equipment,F,37,Married,Other
Mountaineering Equipment,F,37,Married,Other
Personal Accessories,F,29,Single,Retail
Camping Equipment,M,25,Single,Other
Personal Accessories,F,30,Married,Retail
Personal Accessories,F,28,Married,Sales
Personal Accessories,F,23,Single,Student
Camping Equipment,M,41,Married,Trades
Personal Accessories,F,62,Married,Retired
Outdoor Protection,F,62,Married,Retired
Golf Equipment,M,48,Married,Other
Golf Equipment,M,48,Married,Other
Personal Accessories,F,40,Married,Executive
Golf Equipment,F,35,Married,Other
Golf Equipment,F,35,Married,Other
Personal Accessories,F,64,Unspecified,Hospitality
Outdoor Protection,F,20,Single,Student
Personal Accessories,F,20,Single,Student
Camping Equipment,M,22,Single,Other
Camping Equipment,M,22,Single,Other
Mountaineering Equipment,M,22,Single,Sales
Golf Equipment,M,56,Married,Other
Personal Accessories,M,56,Married,Other
Personal Accessories,F,37,Single,Professional
Camping Equipment,M,36,Married,Trades
Personal Accessories,F,32,Married,Other
Camping Equipment,M,28,Single,Professional
Camping Equipment,M,28,Single,Professional
Personal Accessories,F,23,Single,Other
Camping Equipment,M,28,Single,Sales
Camping Equipment,M,28,Single,Sales
Personal Accessories,M,20,Single,Student
Camping Equipment,M,24,Single,Executive
Camping Equipment,M,24,Single,Executive
Camping Equipment,M,23,Single,Trades
Camping Equipment,M,23,Single,Trades
Personal Accessories,F,44,Married,Retired
Personal Accessories,F,46,Married,Executive
Personal Accessories,M,36,Married,Other
Personal Accessories,F,37,Married,Other
Camping Equipment,F,37,Married,Other
Mountaineering Equipment,M,25,Single,Professional
Personal Accessories,F,34,Married,Other
Mountaineering Equipment,F,27,Unspecified,Professional
Personal Accessories,F,29,Married,Sales
Mountaineering Equipment,F,25,Married,Other
Personal Accessories,F,63,Married,Other
Camping Equipment,M,27,Married,Sales
Personal Accessories,F,29,Single,Retail
Camping Equipment,M,19,Single,Professional
Camping Equipment,F,25,Single,Other
Camping Equipment,F,34,Single,Retail
Personal Accessories,F,38,Married,Professional
Golf Equipment,M,51,Married,Other
Golf Equipment,M,51,Married,Other
Golf Equipment,M,51,Married,Other
Personal Accessories,M,51,Married,Other
Personal Accessories,F,49,Married,Professional
Personal Accessories,M,40,Married,Professional
Camping Equipment,M,47,Unspecified,Trades
Personal Accessories,M,47,Unspecified,Trades
Golf Equipment,F,45,Married,Other
Camping Equipment,F,44,Married,Other
Camping Equipment,F,41,Married,Other
Mountaineering Equipment,F,41,Married,Other
Mountaineering Equipment,F,41,Married,Other
Camping Equipment,F,28,Single,Other
Camping Equipment,M,29,Married,Other
Personal Accessories,M,29,Married,Other
Personal Accessories,F,37,Single,Professional
Personal Accessories,F,33,Married,Other
Personal Accessories,F,20,Single,Professional
Personal Accessories,F,54,Married,Other
Camping Equipment,M,40,Married,Trades
Personal Accessories,F,32,Married,Professional
Personal Accessories,F,46,Married,Other
Camping Equipment,M,30,Single,Trades
Camping Equipment,M,30,Single,Trades
Personal Accessories,F,54,Married,Other
Camping Equipment,F,40,Married,Professional
Camping Equipment,F,40,Married,Professional
Personal Accessories,M,20,Single,Student
Golf Equipment,M,20,Single,Student
Mountaineering Equipment,M,41,Single,Other
Mountaineering Equipment,M,41,Single,Other
Mountaineering Equipment,M,41,Single,Other
Camping Equipment,M,41,Married,Trades
Camping Equipment,M,41,Married,Trades
Camping Equipment,M,28,Single,Other
Camping Equipment,M,28,Single,Other
Camping Equipment,F,48,Married,Hospitality
Personal Accessories,F,33,Married,Retail
Mountaineering Equipment,M,37,Single,Executive
Personal Accessories,M,37,Single,Executive
Golf Equipment,M,46,Married,Professional
Golf Equipment,M,46,Married,Professional
Golf Equipment,M,46,Married,Professional
Camping Equipment,F,34,Married,Executive
Camping Equipment,F,34,Married,Executive
Camping Equipment,M,20,Single,Executive
Camping Equipment,M,20,Single,Other
Camping Equipment,M,20,Single,Other
Personal Accessories,F,26,Single,Other
Camping Equipment,F,30,Married,Executive
Outdoor Protection,F,30,Married,Executive
Camping Equipment,F,38,Unspecified,Other
Camping Equipment,F,38,Unspecified,Other
Camping Equipment,F,38,Unspecified,Other
Personal Accessories,F,27,Single,Other
Personal Accessories,F,48,Married,Other
Camping Equipment,M,23,Single,Retail
Mountaineering Equipment,M,44,Single,Professional
Camping Equipment,M,44,Single,Professional
Camping Equipment,M,20,Single,Professional
Camping Equipment,M,20,Single,Professional
Camping Equipment,F,20,Single,Other
Camping Equipment,F,20,Single,Other
Mountaineering Equipment,M,40,Single,Sales
Camping Equipment,M,40,Single,Sales
Personal Accessories,M,40,Single,Sales
Mountaineering Equipment,M,40,Single,Sales
Camping Equipment,F,23,Single,Other
Camping Equipment,F,23,Single,Other
Camping Equipment,F,23,Single,Other
Camping Equipment,M,19,Single,Other
Personal Accessories,M,19,Single,Other
Camping Equipment,M,19,Single,Other
Mountaineering Equipment,M,19,Single,Other
Personal Accessories,F,45,Married,Professional
Personal Accessories,F,45,Married,Professional
Personal Accessories,F,45,Married,Professional
Personal Accessories,F,56,Married,Other
Personal Accessories,F,56,Married,Other
Mountaineering Equipment,F,26,Married,Other
Mountaineering Equipment,F,26,Married,Other
Personal Accessories,F,26,Married,Other
Camping Equipment,F,39,Unspecified,Hospitality
Camping Equipment,F,39,Unspecified,Hospitality
Camping Equipment,M,35,Married,Other
Camping Equipment,M,35,Married,Other
Camping Equipment,M,35,Married,Other
Camping Equipment,M,35,Married,Other
Mountaineering Equipment,M,23,Single,Sales
Mountaineering Equipment,M,23,Single,Sales
Personal Accessories,M,23,Single,Sales
Camping Equipment,M,23,Single,Sales
Personal Accessories,M,23,Single,Sales
Mountaineering Equipment,M,23,Single,Sales
Mountaineering Equipment,M,23,Single,Sales
Mountaineering Equipment,M,23,Single,Sales
Mountaineering Equipment,M,20,Single,Professional
Personal Accessories,M,20,Single,Professional
Mountaineering Equipment,M,20,Single,Professional
Mountaineering Equipment,M,20,Single,Professional
Personal Accessories,M,23,Single,Other
Personal Accessories,M,23,Single,Other
Camping Equipment,F,43,Married,Executive
Camping Equipment,F,43,Married,Executive
Outdoor Protection,F,43,Married,Executive
Personal Accessories,M,21,Single,Professional
Camping Equipment,M,21,Single,Professional
Camping Equipment,M,42,Married,Other
Camping Equipment,M,42,Married,Other
Camping Equipment,M,42,Married,Other
Camping Equipment,M,42,Married,Other
Camping Equipment,F,40,Married,Other
Camping Equipment,F,40,Married,Other
Camping Equipment,F,40,Married,Other
Outdoor Protection,F,40,Married,Other
Mountaineering Equipment,M,27,Single,Professional
Mountaineering Equipment,M,27,Single,Professional
Personal Accessories,F,22,Single,Student
Personal Accessories,F,22,Single,Student
Mountaineering Equipment,F,29,Single,Other
Personal Accessories,F,29,Single,Other
Mountaineering Equipment,F,29,Single,Other
Mountaineering Equipment,F,29,Single,Other
Mountaineering Equipment,F,29,Single,Other
Mountaineering Equipment,F,29,Single,Other
Personal Accessories,F,29,Single,Other
Golf Equipment,M,49,Unspecified,Other
Golf Equipment,M,49,Unspecified,Other
Golf Equipment,M,49,Unspecified,Other
Golf Equipment,M,49,Unspecified,Other
Golf Equipment,F,61,Married,Other
Personal Accessories,F,61,Married,Other
Golf Equipment,F,61,Married,Other
Mountaineering Equipment,F,26,Single,Other
Mountaineering Equipment,F,26,Single,Other
Mountaineering Equipment,F,26,Single,Other
Camping Equipment,F,38,Married,Professional
Personal Accessories,F,38,Married,Professional
Camping Equipment,F,38,Married,Professional
Golf Equipment,M,50,Unspecified,Other
Golf Equipment,M,50,Unspecified,Other
Personal Accessories,M,50,Unspecified,Other
Golf Equipment,M,50,Unspecified,Other
Golf Equipment,M,50,Unspecified,Other
Golf Equipment,M,46,Married,Other
Personal Accessories,M,46,Married,Other
Camping Equipment,M,46,Married,Other
Personal Accessories,M,46,Married,Other
Personal Accessories,M,46,Married,Other
Personal Accessories,M,31,Married,Other
Camping Equipment,M,31,Married,Other
Camping Equipment,M,31,Married,Other
Camping Equipment,F,23,Single,Other
Camping Equipment,F,23,Single,Other
Camping Equipment,F,23,Single,Other
Camping Equipment,F,23,Single,Other
Camping Equipment,F,23,Single,Other
Mountaineering Equipment,M,19,Single,Sales
Mountaineering Equipment,M,19,Single,Sales
Camping Equipment,M,19,Single,Sales
Camping Equipment,M,19,Single,Sales
Camping Equipment,M,20,Single,Sales
Camping Equipment,M,20,Single,Sales
Camping Equipment,M,20,Single,Sales
Mountaineering Equipment,M,29,Single,Professional
Mountaineering Equipment,M,29,Single,Professional
Mountaineering Equipment,M,29,Single,Professional
Camping Equipment,F,36,Married,Other
Camping Equipment,F,36,Married,Other
Camping Equipment,F,36,Married,Other
Camping Equipment,F,36,Married,Other
Personal Accessories,F,30,Single,Professional
Personal Accessories,F,30,Single,Professional
Camping Equipment,M,27,Married,Sales
Camping Equipment,M,27,Married,Sales
Personal Accessories,F,25,Single,Retail
Personal Accessories,F,25,Single,Retail
Personal Accessories,M,23,Single,Other
Personal Accessories,M,23,Single,Other
Golf Equipment,M,51,Married,Other
Golf Equipment,M,51,Married,Other
Golf Equipment,M,51,Married,Other
Camping Equipment,F,44,Married,Executive
Personal Accessories,F,44,Married,Executive
Personal Accessories,F,44,Married,Executive
Personal Accessories,F,25,Single,Student
Personal Accessories,F,25,Single,Student
Camping Equipment,M,38,Married,Executive
Camping Equipment,M,38,Married,Executive
Personal Accessories,M,36,Single,Other
Mountaineering Equipment,M,36,Single,Other
Camping Equipment,F,42,Unspecified,Hospitality
Camping Equipment,F,42,Unspecified,Hospitality
Camping Equipment,F,42,Unspecified,Hospitality
Personal Accessories,F,27,Single,Professional
Mountaineering Equipment,F,27,Single,Professional
Camping Equipment,F,27,Single,Professional
Camping Equipment,M,27,Single,Student
Camping Equipment,M,27,Single,Student
Camping Equipment,F,27,Single,Other
Camping Equipment,F,27,Single,Other
Camping Equipment,M,21,Single,Professional
Mountaineering Equipment,M,21,Single,Professional
Mountaineering Equipment,M,21,Single,Professional
Camping Equipment,M,21,Single,Professional
Camping Equipment,M,41,Married,Other
Camping Equipment,M,41,Married,Other
Personal Accessories,M,41,Married,Other
Personal Accessories,F,44,Married,Retired
Golf Equipment,F,44,Married,Retired
Personal Accessories,F,44,Married,Retired
Camping Equipment,M,34,Married,Other
Camping Equipment,M,34,Married,Other
Camping Equipment,M,34,Married,Other
Camping Equipment,M,34,Married,Other
Personal Accessories,F,30,Single,Retail
Personal Accessories,F,30,Single,Retail
Personal Accessories,F,36,Single,Professional
Personal Accessories,F,36,Single,Professional
Camping Equipment,M,30,Married,Other
Camping Equipment,M,30,Married,Other
Camping Equipment,M,30,Married,Other
Camping Equipment,M,30,Married,Other
Camping Equipment,M,31,Married,Sales
Camping Equipment,M,31,Married,Sales
Camping Equipment,F,19,Single,Other
Camping Equipment,F,19,Single,Other
Personal Accessories,M,28,Single,Student
Personal Accessories,M,28,Single,Student
Personal Accessories,F,27,Single,Retail
Personal Accessories,F,27,Single,Retail
Camping Equipment,M,36,Married,Sales
Camping Equipment,M,36,Married,Sales
Personal Accessories,M,48,Married,Professional
Camping Equipment,M,48,Married,Professional
Camping Equipment,M,48,Married,Professional
Personal Accessories,M,23,Single,Other
Camping Equipment,M,23,Single,Other
Camping Equipment,M,23,Single,Other
Personal Accessories,M,23,Single,Other
Personal Accessories,M,40,Married,Other
Camping Equipment,M,40,Married,Other
Camping Equipment,M,40,Married,Other
Camping Equipment,F,29,Single,Other
Camping Equipment,F,29,Single,Other
Camping Equipment,F,29,Single,Other
Camping Equipment,F,29,Single,Other
Camping Equipment,F,29,Single,Other
Personal Accessories,F,21,Single,Other
Personal Accessories,F,21,Single,Other
Camping Equipment,F,21,Single,Other
Camping Equipment,M,29,Single,Other
Camping Equipment,M,29,Single,Other
Camping Equipment,M,29,Single,Other
Mountaineering Equipment,F,26,Single,Other
Camping Equipment,F,26,Single,Other
Personal Accessories,F,26,Single,Other
Personal Accessories,M,26,Married,Sales
Camping Equipment,M,26,Married,Sales
Mountaineering Equipment,F,28,Married,Other
Mountaineering Equipment,F,28,Married,Other
Outdoor Protection,F,28,Married,Other
Camping Equipment,M,43,Married,Trades
Camping Equipment,M,43,Married,Trades
Camping Equipment,M,43,Married,Trades
Camping Equipment,M,43,Married,Trades
Camping Equipment,M,43,Married,Trades
Outdoor Protection,M,43,Married,Trades
Personal Accessories,F,28,Married,Executive
Personal Accessories,F,28,Married,Executive
Camping Equipment,F,33,Married,Other
Camping Equipment,F,33,Married,Other
Camping Equipment,F,33,Married,Other
Camping Equipment,M,33,Married,Executive
Camping Equipment,M,33,Married,Executive
Golf Equipment,M,33,Married,Executive
Camping Equipment,M,33,Married,Executive
Camping Equipment,M,33,Married,Executive
Golf Equipment,M,33,Married,Executive
Camping Equipment,M,29,Single,Professional
Personal Accessories,M,29,Single,Professional
Personal Accessories,M,29,Single,Professional
Camping Equipment,M,34,Married,Other
Camping Equipment,M,34,Married,Other
Camping Equipment,M,34,Married,Other
Camping Equipment,M,34,Married,Other
Personal Accessories,F,28,Single,Other
Personal Accessories,F,28,Single,Other
Camping Equipment,F,35,Married,Other
Camping Equipment,F,35,Married,Other
Camping Equipment,F,35,Married,Other
Camping Equipment,F,35,Married,Other
Outdoor Protection,F,35,Married,Other
Camping Equipment,F,35,Married,Other
Camping Equipment,F,35,Married,Other
Camping Equipment,F,35,Married,Other
Personal Accessories,F,55,Married,Other
Personal Accessories,F,55,Married,Other
Camping Equipment,M,23,Single,Trades
Camping Equipment,M,23,Single,Trades
Camping Equipment,M,23,Single,Trades
Camping Equipment,M,23,Single,Other
Personal Accessories,M,23,Single,Other
Personal Accessories,M,23,Single,Other
Mountaineering Equipment,F,23,Single,Other
Mountaineering Equipment,F,23,Single,Other
Mountaineering Equipment,F,23,Single,Other
Mountaineering Equipment,F,23,Single,Other
Personal Accessories,F,23,Single,Other
Personal Accessories,M,19,Single,Trades
Camping Equipment,M,19,Single,Trades
Camping Equipment,M,19,Single,Trades
Mountaineering Equipment,M,19,Single,Trades
Camping Equipment,M,35,Married,Other
Camping Equipment,M,35,Married,Other
Personal Accessories,M,35,Married,Other
Camping Equipment,M,35,Married,Other
Camping Equipment,M,44,Married,Other
Personal Accessories,M,44,Married,Other
Personal Accessories,M,44,Married,Other
Camping Equipment,M,35,Married,Sales
Camping Equipment,M,35,Married,Sales
Camping Equipment,M,37,Married,Sales
Camping Equipment,M,37,Married,Sales
Camping Equipment,M,40,Married,Other
Camping Equipment,M,40,Married,Other
Personal Accessories,F,29,Single,Student
Personal Accessories,F,29,Single,Student
Camping Equipment,F,32,Married,Executive
Camping Equipment,F,32,Married,Executive
Camping Equipment,F,32,Married,Executive
Personal Accessories,M,19,Single,Other
Personal Accessories,M,19,Single,Other
Mountaineering Equipment,M,23,Single,Other
Mountaineering Equipment,M,23,Single,Other
Mountaineering Equipment,M,23,Single,Other
Personal Accessories,M,23,Single,Other
Camping Equipment,M,23,Single,Other
Personal Accessories,F,43,Married,Other
Personal Accessories,F,43,Married,Other
Personal Accessories,M,29,Single,Student
Personal Accessories,M,29,Single,Student
Camping Equipment,M,40,Married,Professional
Mountaineering Equipment,M,40,Married,Professional
Personal Accessories,M,40,Married,Professional
Personal Accessories,M,40,Married,Professional
Personal Accessories,F,63,Married,Other
Personal Accessories,F,63,Married,Other
Outdoor Protection,F,63,Married,Other
Mountaineering Equipment,M,26,Single,Trades
